episode,reward,length,epsilon,mean_loss,steps
1,-335.7483172191098,118,0.995,4.3621181028860585,118
2,-329.5083132265162,95,0.990025,57.55419634521007,213
3,-316.89856447991053,111,0.985074875,67.88326296567917,324
4,-90.43723956745984,85,0.9801495006250001,68.2432584142685,409
5,-109.84023045043618,83,0.9752487531218751,62.61691691160202,492
6,-67.71836955717131,69,0.9703725093562657,83.45256479978562,561
7,-138.79297588358224,98,0.9655206468094844,89.55109995365143,659
8,-131.6983862371046,86,0.960693043575437,86.69714908123017,745
9,-100.30388378853439,90,0.9558895783575597,44.76506798386574,835
10,-265.72913752015705,64,0.9511101304657719,37.431371184587476,899
11,-135.84667639433803,70,0.946354579813443,38.867611031532284,969
12,-193.9334014543001,118,0.9416228069143757,29.355680344104766,1087
13,-66.07936340375855,67,0.9369146928798039,37.064099671840665,1154
14,-55.33245073648125,95,0.9322301194154049,56.80697298526764,1249
15,-356.5415602451818,87,0.9275689688183278,59.47673810005188,1336
16,-88.9884360692344,62,0.9229311239742362,54.963379278182984,1398
17,-178.37345449922785,96,0.918316468354365,41.57176162719727,1494
18,-69.68209426784779,65,0.9137248860125932,39.84415573120117,1559
19,-122.435194149461,79,0.9091562615825302,45.42062204837799,1638
20,-173.58111123715656,73,0.9046104802746175,46.581117992401126,1711
21,-117.80290234158673,62,0.9000874278732445,37.21101597547531,1773
22,-177.9038199757402,76,0.8955869907338783,32.085547304153444,1849
23,-72.68480283770123,107,0.8911090557802088,38.6030091047287,1956
24,-97.36469045158377,71,0.8866535105013078,37.33188873052597,2027
25,-72.35234070568066,118,0.8822202429488013,26.664743499755858,2145
26,-156.05626435011712,63,0.8778091417340573,29.009862327575682,2208
27,4.814148579521316,80,0.8734200960253871,25.948094403743745,2288
28,-100.57396759758308,102,0.8690529955452602,41.31438755512237,2390
29,-121.62432268215056,78,0.8647077305675338,25.120997643470766,2468
30,-103.45827709805891,85,0.8603841919146962,21.864490494728088,2553
31,-94.07430395849059,107,0.8560822709551227,26.508283643722535,2660
32,-162.12808536581844,97,0.851801859600347,22.21296555519104,2757
33,-83.63849195465842,64,0.8475428503023453,27.305421497821808,2821
34,-118.7720548826125,117,0.8433051360508336,24.79808952331543,2938
35,-111.9873531881583,110,0.8390886103705794,29.56941998243332,3048
36,-88.13529367506477,67,0.8348931673187264,26.773657760620118,3115
37,-121.66863875097046,102,0.8307187014821328,20.5859361243248,3217
38,-140.91022835941953,87,0.8265651079747222,31.0415704202652,3304
39,-105.22219315770658,85,0.8224322824348486,26.907198078632355,3389
40,-101.1257484599326,75,0.8183201210226743,30.437107772827147,3464
41,-133.95561832910914,148,0.8142285204175609,34.39600910663605,3612
42,-136.50134336911918,94,0.810157377815473,30.65305901885033,3706
43,-58.617328807694065,65,0.8061065909263957,33.46233794808388,3771
44,-98.6485994092696,80,0.8020760579717637,30.563963384628295,3851
45,-77.81510170512159,67,0.798065677681905,30.18329878807068,3918
46,-176.78781882838047,123,0.7940753492934954,27.61484352350235,4041
47,-396.5586770996045,138,0.7901049725470279,29.939984164237977,4179
48,-147.55146798912875,98,0.7861544476842928,34.62360159397125,4277
49,-125.20349738835733,91,0.7822236754458713,28.44982735157013,4368
50,-52.45948562129826,60,0.778312557068642,26.42200340986252,4428
51,-41.08740841558678,114,0.7744209942832988,23.473503994941712,4542
52,-74.21816179000972,90,0.7705488893118823,24.563471417427063,4632
53,-48.78285315015584,68,0.7666961448653229,22.80262326478958,4700
54,-60.91305145376897,110,0.7628626641409962,19.797013338804245,4810
55,-83.19746692732538,66,0.7590483508202912,23.282829644680024,4876
56,-103.69745359294677,96,0.7552531090661897,22.383675470352173,4972
57,-99.66356249633537,122,0.7514768435208588,24.667470252513887,5094
58,-99.61132415911113,106,0.7477194593032545,22.77976177453995,5200
59,-70.48630866389944,64,0.7439808620067382,26.894961709976197,5264
