episode,reward,length,epsilon,mean_loss,steps
1,-423.7301897749603,90,0.99,9.13619824556204,90
2,-149.09085463436423,82,0.9801,55.06175611257553,172
3,-55.51274818912306,69,0.9702989999999999,60.38658439397812,241
4,-137.9639154982649,127,0.96059601,46.275339918136595,368
5,-166.32021692575472,93,0.9509900498999999,28.866839973926545,461
6,-153.81287714522807,84,0.9414801494009999,16.73224328160286,545
7,-79.02617802508365,82,0.9320653479069899,18.18289804339409,627
8,-375.42444482407086,105,0.92274469442792,23.538153371810914,732
9,-249.61755958992504,100,0.9135172474836407,25.034289996623993,832
10,-353.24081298482804,102,0.9043820750088043,37.531030173301694,934
11,-72.88311857332113,67,0.8953382542587163,32.81345509529114,1001
12,-141.38906924010072,98,0.8863848717161291,34.26859620571136,1099
13,-136.20379616562715,100,0.8775210229989678,41.2131160402298,1199
14,-103.34540918457374,94,0.8687458127689781,35.629665353298186,1293
15,-96.14568829758261,92,0.8600583546412883,36.21229097604751,1385
16,-119.82543380108307,85,0.8514577710948754,30.678828488588334,1470
17,-107.39889469259057,87,0.8429431933839266,40.37413735747337,1557
18,-81.01708342855659,75,0.8345137614500874,52.36466808319092,1632
19,-111.91476251821514,113,0.8261686238355865,49.126092261075975,1745
20,13.003394832090237,100,0.8179069375972307,60.05022691845894,1845
21,-71.6533789529155,99,0.8097278682212583,54.99980813503265,1944
22,-88.49872282687328,77,0.8016305895390458,45.94695261716843,2021
23,-131.29025157933228,117,0.7936142836436553,32.19768137931824,2138
24,-105.68754365061558,91,0.7856781408072188,36.57188804149628,2229
25,-3.479740791112903,137,0.7778213593991465,29.696396555900574,2366
26,-72.83091858220352,109,0.7700431458051551,52.14899491190911,2475
27,-113.78842087040152,96,0.7623427143471035,45.43198440313339,2571
28,-135.60729301131565,100,0.7547192872036325,35.91007853150368,2671
29,-207.53910839811118,136,0.7471720943315961,32.553592240810396,2807
30,-33.20034242443569,160,0.7397003733882802,32.07136194944382,2967
31,-81.09759055253585,107,0.7323033696543974,38.999241431951525,3074
32,-38.86382124022266,120,0.7249803359578534,37.85595671415329,3194
33,-167.92285962670817,133,0.7177305325982748,28.889885745048524,3327
34,-48.301227556379565,122,0.7105532272722921,45.761772153377535,3449
35,37.213088499573274,143,0.7034476949995692,39.98196281671524,3592
36,-55.971356730347914,73,0.6964132180495735,35.09999173164368,3665
37,-215.87785810918913,125,0.6894490858690777,36.58564711093903,3790
38,-68.7184773348363,139,0.682554595010387,29.63391239643097,3929
39,-77.17198301202653,148,0.6757290490602831,45.5304877614975,4077
40,-56.530706312047535,85,0.6689717585696803,31.904220148324967,4162
41,-39.39711778558221,148,0.6622820409839835,32.42001671791077,4310
42,-89.65574757457081,87,0.6556592205741436,37.6542700111866,4397
43,-52.26707191536889,101,0.6491026283684022,26.38300483584404,4498
44,-42.56870508371084,100,0.6426116020847181,36.20739756941796,4598
45,-40.945415105291545,88,0.6361854860638709,41.534949766397474,4686
46,-12.773340142072186,112,0.6298236312032323,29.04450826883316,4798
47,-51.720335308034976,121,0.6235253948912,40.61713129758835,4919
48,-97.6263156409713,139,0.617290140942288,33.00359258174896,5058
49,-17.17146194987943,197,0.6111172395328651,30.033020325899123,5255
50,-58.78233417625477,125,0.6050060671375365,24.079210224151613,5380
51,-100.35567979952684,110,0.5989560064661611,31.178131420612335,5490
52,-70.68843892554598,116,0.5929664464014994,33.25556378126144,5606
53,-60.88999967188472,107,0.5870367819374844,24.481642553806306,5713
54,-72.43279241408518,131,0.5811664141181095,24.07870406150818,5844
55,-18.718249085673165,111,0.5753547499769285,28.252307877540588,5955
56,-29.192767923873603,107,0.5696012024771592,24.371395523548127,6062
57,-182.88619274422325,128,0.5639051904523876,30.58211635708809,6190
58,-40.11403621689138,123,0.5582661385478638,28.830648379325865,6313
59,-36.34686486404085,137,0.5526834771623851,24.160268168449402,6450
60,-24.616877224380787,84,0.5471566423907612,28.774281277656556,6534
61,32.665802163778665,107,0.5416850759668536,26.737873463630677,6641
62,13.290354747333893,119,0.536268225207185,24.908473014831543,6760
63,-12.216397419755936,130,0.5309055429551132,30.79570919394493,6890
64,-54.15798003475626,86,0.525596487525562,26.545767407417298,6976
65,-4.757283848799389,157,0.5203405226503064,27.916684596538545,7133
66,-60.4008150960472,125,0.5151371174238033,29.12372663140297,7258
67,114.20022463573778,1000,0.5099857462495653,24.761567540168762,8258
68,-47.01387153962119,107,0.5048858887870696,22.34040834188461,8365
69,-101.33635304497442,101,0.4998370298991989,30.164555909633638,8466
70,73.89976533525699,1000,0.49483865960020695,27.35070605754852,9466
71,-2.3030249181091023,104,0.4898902730042049,31.277082271575928,9570
72,-273.80468390581814,392,0.48499137027416284,24.340774717330934,9962
73,-336.5367838538599,409,0.4801414565714212,24.449396357536315,10371
74,12.5450539867456,173,0.475340042005707,25.311992001533508,10544
75,-89.71742297284247,150,0.47058664158564995,25.253412749767303,10694
76,-60.740448367001704,167,0.4658807751697934,26.204432210922242,10861
77,-28.261566677566123,109,0.4612219674180955,25.27516476392746,10970
78,-76.74523636096389,402,0.45660974774391455,29.512180173397063,11372
79,-52.39854356717251,172,0.4520436502664754,27.67104849100113,11544
80,-178.62955273704517,714,0.44752321376381066,26.571550250053406,12258
81,23.23279579111928,1000,0.44304798162617254,23.208804202079772,13258
82,-84.00006023759866,123,0.4386175018099108,31.34212042570114,13381
83,-141.25333732591366,136,0.4342313267918117,27.356261367797853,13517
84,-93.07527321749026,279,0.4298890135238936,31.6778160905838,13796
85,-25.130270143802104,1000,0.42559012338865465,28.20066824436188,14796
86,-19.91280321103457,181,0.4213342221547681,29.949429204463957,14977
87,-91.20997272414417,129,0.41712087993322045,22.27083855867386,15106
88,-263.04092293517726,287,0.41294967113388825,36.83473629951477,15393
89,-71.59551869387667,145,0.40882017442254937,25.491565704345703,15538
90,66.3273107080718,1000,0.4047319726783239,31.54288237810135,16538
91,-74.32860686557333,235,0.40068465295154065,34.52308488368988,16773
92,-135.09848108225157,276,0.39667780642202527,27.069223597049714,17049
93,57.00653841080315,1000,0.392711028357805,29.439132604599,18049
94,-7.140456500453865,108,0.38878391807422696,37.55768710374832,18157
95,49.97980207883247,1000,0.3848960788934847,24.773534367084505,19157
96,-51.144712145745785,198,0.38104711810454983,29.802336378097536,19355
97,-93.00987639499755,183,0.37723664692350434,30.40072456598282,19538
98,-181.67066929478597,108,0.37346428045426927,20.09826521396637,19646
99,10.66085799908529,1000,0.36972963764972655,32.91847655534744,20646
100,-77.42746884644689,118,0.36603234127322926,19.04137521505356,20764
101,85.99714533557047,1000,0.36237201786049694,28.223675501346587,21764
102,-78.5253788118603,135,0.358748297681892,29.69726894378662,21899
103,-153.21041443963364,200,0.35516081470507305,22.635482766628265,22099
104,145.87954383948167,1000,0.3516092065580223,26.65519329071045,23099
105,115.4345281790365,1000,0.34809311449244207,24.79097134113312,24099
106,83.92899928179266,1000,0.34461218334751764,25.706628923416137,25099
107,79.02617877972926,1000,0.34116606151404244,30.230098091363907,26099
108,-64.36680582433434,128,0.337754400898902,17.0223475587368,26227
109,99.08680656228859,1000,0.334376856889913,31.218910300731658,27227
110,18.498119970027204,1000,0.33103308832101386,22.713937504291536,28227
111,93.88590667443445,1000,0.3277227574378037,24.31416834950447,29227
112,-213.39092144123163,158,0.3244455298634257,33.01545161247253,29385
113,-30.413069630805097,148,0.3212010745647914,29.471449811458587,29533
114,-42.3974676612029,99,0.3179890638191435,29.550787703990935,29632
115,-36.67548115768872,119,0.31480917318095203,26.021553316116332,29751
116,93.13906206964907,1000,0.3116610814491425,22.89555953979492,30751
117,-31.216134544693077,89,0.30854447063465107,20.59690304517746,30840
118,-85.00570407407112,110,0.30545902592830454,21.250789680480956,30950
119,83.96865556502803,1000,0.3024044356690215,22.063324224948882,31950
120,-79.06408815734008,137,0.29938039131233124,27.674944677352904,32087
121,-30.922396401881656,114,0.2963865873992079,22.596614735126494,32201
122,89.33658330952156,1000,0.29342272152521587,23.606403484344483,33201
123,-6.39903523822467,139,0.2904884943099637,30.580909790992738,33340
124,163.7786664584677,1000,0.28758360936686406,20.203037521839143,34340
125,55.410516525866186,1000,0.2847077732731954,20.305618572235108,35340
126,70.15792929969788,1000,0.28186069554046345,19.49138692498207,36340
127,115.42833310369929,1000,0.2790420885850588,24.557207276821135,37340
128,-28.61791263402658,120,0.2762516676992082,19.941952311992644,37460
129,-104.38581030441235,108,0.27348915102221616,14.745974607467652,37568
130,3.2331701809997924,143,0.270754259511994,24.988643925189972,37711
131,-65.45336556472547,115,0.26804671691687404,17.786660656929016,37826
132,83.70811119911407,1000,0.2653662497477053,13.640509395599365,38826
133,-65.14035717812925,103,0.2627125872502282,20.466153413057327,38929
134,-231.12821604742788,145,0.2600854613777259,16.978648209571837,39074
135,-209.21937019284638,240,0.2574846067639487,25.313283998966217,39314
136,-16.139949544705672,95,0.2549097606963092,14.835607724189758,39409
137,73.96432887804313,1000,0.2523606630893461,25.93726364374161,40409
138,77.123421510047,1000,0.24983705645845267,22.50980368375778,41409
139,-32.288728428484546,126,0.24733868589386815,24.83856005191803,41535
140,73.36691040621116,1000,0.24486529903492946,26.491355217695236,42535
141,45.35609309975269,1000,0.24241664604458016,32.78989424705505,43535
142,-43.00647312945979,112,0.23999247958413436,18.036903026103975,43647
143,7.8956882113899525,149,0.23759255478829303,28.262641069889067,43796
