episode,reward,length,epsilon,mean_loss,steps
1,-148.29109051864845,117,0.995,4.526283548687989,117
2,-362.17590914832266,107,0.990025,67.7481285905838,224
3,-60.440148588438355,83,0.985074875,70.3805858027935,307
4,-188.8345446079889,93,0.9801495006250001,51.750754981040956,400
5,-121.5951133796527,127,0.9752487531218751,57.618762428760526,527
6,-161.71636847196385,68,0.9703725093562657,49.1154566526413,595
7,-152.536770018994,78,0.9655206468094844,60.02927315950394,673
8,-102.19234135210407,67,0.960693043575437,52.974279930591585,740
9,-176.41809317059722,119,0.9558895783575597,74.6693843960762,859
10,-104.59904614095991,113,0.9511101304657719,90.51283204317093,972
11,-288.3325083149293,74,0.946354579813443,82.91272930622101,1046
12,-73.0002635030004,66,0.9416228069143757,102.02755023479462,1112
13,-186.28292383577678,80,0.9369146928798039,84.68999168395996,1192
14,-291.80506256272037,104,0.9322301194154049,96.04695233821869,1296
15,-211.19080103238764,104,0.9275689688183278,87.26577815532684,1400
16,-181.4003914475203,94,0.9229311239742362,75.50125289678573,1494
17,-77.20014649689854,69,0.918316468354365,70.21847009181977,1563
18,-186.45350174158153,87,0.9137248860125932,81.39497135400772,1650
19,-149.26655859875325,115,0.9091562615825302,52.942612235546115,1765
20,14.246579924385088,123,0.9046104802746175,51.95512956380844,1888
21,-138.23136893371822,96,0.9000874278732445,56.70354094743729,1984
22,-68.44165605371961,62,0.8955869907338783,52.16175568819046,2046
23,-162.62638300932312,92,0.8911090557802088,48.94206853747368,2138
24,-123.2009383677694,67,0.8866535105013078,50.46995214223862,2205
25,-32.907665430135225,84,0.8822202429488013,43.218388183116915,2289
26,-125.38177978679698,69,0.8778091417340573,47.334414467811584,2358
27,-86.23495794238035,75,0.8734200960253871,43.396911854743955,2433
28,-125.77683280492181,100,0.8690529955452602,41.99101358890533,2533
29,-89.77547072618154,83,0.8647077305675338,37.03181867361069,2616
30,-184.19370257270774,113,0.8603841919146962,37.05215195298195,2729
31,-93.4579175782648,67,0.8560822709551227,36.2839284825325,2796
32,-220.05187408735412,85,0.851801859600347,38.984703274965284,2881
33,-92.98355811337635,73,0.8475428503023453,40.67944988489151,2954
34,-82.41891024571837,147,0.8433051360508336,41.283941864967346,3101
35,-120.10435938201705,113,0.8390886103705794,41.084469523429874,3214
36,-252.26577770835462,94,0.8348931673187264,34.71297766804695,3308
37,-135.71641385477366,104,0.8307187014821328,42.32346217155457,3412
38,-65.45959370382585,67,0.8265651079747222,40.361710855960844,3479
39,-112.96049105010657,89,0.8224322824348486,25.77174931168556,3568
40,-110.8391359340026,87,0.8183201210226743,33.04075429439545,3655
41,-59.488515741813345,100,0.8142285204175609,30.617554206848144,3755
42,-63.12110487595352,80,0.810157377815473,35.649517900943756,3835
43,-118.56190315589231,77,0.8061065909263957,34.11242943763733,3912
44,-89.21264372632832,81,0.8020760579717637,44.40745766282082,3993
45,-98.76412281212191,138,0.798065677681905,31.661252673864364,4131
46,-110.04547087252979,102,0.7940753492934954,29.096382623910905,4233
47,-111.97974192265666,110,0.7901049725470279,27.76065816283226,4343
48,-51.08570279240569,102,0.7861544476842928,31.126133040189742,4445
49,-398.4969380173528,114,0.7822236754458713,34.73449626088142,4559
50,-109.380123498932,87,0.778312557068642,34.37672198653221,4646
51,-47.924804148994056,86,0.7744209942832988,41.757469878196716,4732
52,-77.73909663420469,62,0.7705488893118823,32.7523649597168,4794
53,-70.20384617176757,119,0.7666961448653229,37.16953402519226,4913
54,-152.37127105898122,144,0.7628626641409962,39.19325657606125,5057
55,-122.74098025026257,135,0.7590483508202912,34.875202488899234,5192
56,-88.18840867396317,138,0.7552531090661897,31.351662443876265,5330
57,-107.55407490372772,104,0.7514768435208588,25.02948167204857,5434
58,-177.54743760801205,86,0.7477194593032545,19.973813037872315,5520
59,-75.0774465189834,70,0.7439808620067382,22.73239204764366,5590
60,-74.67529071887265,75,0.7402609576967045,31.92653157234192,5665
61,-38.27279045091636,88,0.736559652908221,26.356099076271057,5753
62,-52.55031902367177,106,0.7328768546436799,24.108839566707612,5859
63,-99.29663856468316,81,0.7292124703704616,20.831188323497773,5940
64,-91.93699932269443,75,0.7255664080186093,16.885981651544572,6015
65,-238.77225381589017,108,0.7219385759785162,24.380485243797303,6123
66,-61.59536905521823,73,0.7183288830986236,39.56179593920708,6196
67,-36.71820741842929,104,0.7147372386831305,25.668087643384933,6300
68,-68.68938360907404,110,0.7111635524897149,24.034366028308867,6410
69,-73.07772352551311,68,0.7076077347272662,19.88741008758545,6478
70,-114.21508317913182,103,0.7040696960536299,21.983597868680953,6581
71,6.248088233433222,127,0.7005493475733617,21.219795355796816,6708
72,-67.51258608659518,67,0.697046600835495,20.528068165779114,6775
73,-125.70122549678341,105,0.6935613678313175,23.550286686420442,6880
74,-100.58384993521744,86,0.6900935609921609,24.9802166557312,6966
75,-23.902265965911084,77,0.6866430931872001,28.43269431114197,7043
76,-42.393505500128455,110,0.6832098777212641,28.96277042865753,7153
